CODGEO,LIBGEO,Code département,annee,type,taux_brut_de_natalit___pour_mille_
35300,Saint-M'Hervé,35,2022,Taux brut de natalité (pour mille),10.2
35302,Saint-Onen-la-Chapelle,35,2022,Taux brut de natalité (pour mille),10.2
35304,Saint-Ouen-des-Alleux,35,2022,Taux brut de natalité (pour mille),10.2
35305,Saint-Péran,35,2022,Taux brut de natalité (pour mille),10.2
35306,Saint-Père-Marc-en-Poulet,35,2022,Taux brut de natalité (pour mille),10.2
35307,Saint-Pern,35,2022,Taux brut de natalité (pour mille),10.2
35308,Mesnil-Roc'h,35,2022,Taux brut de natalité (pour mille),10.2
35309,Saint-Rémy-du-Plain,35,2022,Taux brut de natalité (pour mille),10.2
35310,Saint-Sauveur-des-Landes,35,2022,Taux brut de natalité (pour mille),10.2
35311,Saint-Séglin,35,2022,Taux brut de natalité (pour mille),10.2
35312,Saint-Senoux,35,2022,Taux brut de natalité (pour mille),10.2
35314,Saint-Suliac,35,2022,Taux brut de natalité (pour mille),10.2
35315,Saint-Sulpice-la-Forêt,35,2022,Taux brut de natalité (pour mille),10.2
35316,Saint-Sulpice-des-Landes,35,2022,Taux brut de natalité (pour mille),10.2
35317,Saint-Symphorien,35,2022,Taux brut de natalité (pour mille),10.2
35318,Saint-Thual,35,2022,Taux brut de natalité (pour mille),10.2
35319,Saint-Thurial,35,2022,Taux brut de natalité (pour mille),10.2
35320,Saint-Uniac,35,2022,Taux brut de natalité (pour mille),10.2
35321,Saulnières,35,2022,Taux brut de natalité (pour mille),10.2
35322,Le Sel-de-Bretagne,35,2022,Taux brut de natalité (pour mille),10.2
35324,La Selle-en-Luitré,35,2022,Taux brut de natalité (pour mille),10.2
35325,La Selle-Guerchaise,35,2022,Taux brut de natalité (pour mille),10.2
35326,Sens-de-Bretagne,35,2022,Taux brut de natalité (pour mille),10.2
35327,Servon-sur-Vilaine,35,2022,Taux brut de natalité (pour mille),10.2
35328,Sixt-sur-Aff,35,2022,Taux brut de natalité (pour mille),10.2
35329,Sougeal,35,2022,Taux brut de natalité (pour mille),10.2
35330,Taillis,35,2022,Taux brut de natalité (pour mille),10.2
35331,Talensac,35,2022,Taux brut de natalité (pour mille),10.2
35332,Teillay,35,2022,Taux brut de natalité (pour mille),10.2
35333,Le Theil-de-Bretagne,35,2022,Taux brut de natalité (pour mille),10.2
35334,Thorigné-Fouillard,35,2022,Taux brut de natalité (pour mille),10.2
35335,Thourie,35,2022,Taux brut de natalité (pour mille),10.2
35336,Le Tiercent,35,2022,Taux brut de natalité (pour mille),10.2
35337,Tinténiac,35,2022,Taux brut de natalité (pour mille),10.2
35338,Torcé,35,2022,Taux brut de natalité (pour mille),10.2
35339,Trans-la-Forêt,35,2022,Taux brut de natalité (pour mille),10.2
35340,Treffendel,35,2022,Taux brut de natalité (pour mille),10.2
35342,Trémeheuc,35,2022,Taux brut de natalité (pour mille),10.2
35343,Tresbœuf,35,2022,Taux brut de natalité (pour mille),10.2
35345,Trévérien,35,2022,Taux brut de natalité (pour mille),10.2
35346,Trimer,35,2022,Taux brut de natalité (pour mille),10.2
35347,Val-d'Izé,35,2022,Taux brut de natalité (pour mille),10.2
35350,Vergéal,35,2022,Taux brut de natalité (pour mille),10.2
35351,Le Verger,35,2022,Taux brut de natalité (pour mille),10.2
35352,Vern-sur-Seiche,35,2022,Taux brut de natalité (pour mille),10.2
35353,Vezin-le-Coquet,35,2022,Taux brut de natalité (pour mille),10.2
35354,Vieux-Viel,35,2022,Taux brut de natalité (pour mille),10.2
35355,Vieux-Vy-sur-Couesnon,35,2022,Taux brut de natalité (pour mille),10.2
35356,Vignoc,35,2022,Taux brut de natalité (pour mille),10.2
35357,Villamée,35,2022,Taux brut de natalité (pour mille),10.2
35358,La Ville-ès-Nonais,35,2022,Taux brut de natalité (pour mille),10.2
35359,Visseiche,35,2022,Taux brut de natalité (pour mille),10.2
35360,Vitré,35,2022,Taux brut de natalité (pour mille),10.2
35361,Le Vivier-sur-Mer,35,2022,Taux brut de natalité (pour mille),10.2
35362,Le Tronchet,35,2022,Taux brut de natalité (pour mille),10.2
35363,Pont-Péan,35,2022,Taux brut de natalité (pour mille),10.2
56001,Allaire,56,2022,Taux brut de natalité (pour mille),8.7
56002,Ambon,56,2022,Taux brut de natalité (pour mille),8.7
56003,Arradon,56,2022,Taux brut de natalité (pour mille),8.7
56004,Arzal,56,2022,Taux brut de natalité (pour mille),8.7
56005,Arzon,56,2022,Taux brut de natalité (pour mille),8.7
56006,Augan,56,2022,Taux brut de natalité (pour mille),8.7
56007,Auray,56,2022,Taux brut de natalité (pour mille),8.7
56008,Baden,56,2022,Taux brut de natalité (pour mille),8.7
56009,Bangor,56,2022,Taux brut de natalité (pour mille),8.7
56010,Baud,56,2022,Taux brut de natalité (pour mille),8.7
56011,Béganne,56,2022,Taux brut de natalité (pour mille),8.7
56012,Beignon,56,2022,Taux brut de natalité (pour mille),8.7
56013,Belz,56,2022,Taux brut de natalité (pour mille),8.7
56014,Berné,56,2022,Taux brut de natalité (pour mille),8.7
56015,Berric,56,2022,Taux brut de natalité (pour mille),8.7
56017,Bignan,56,2022,Taux brut de natalité (pour mille),8.7
56018,Billiers,56,2022,Taux brut de natalité (pour mille),8.7
56019,Billio,56,2022,Taux brut de natalité (pour mille),8.7
56020,Bohal,56,2022,Taux brut de natalité (pour mille),8.7
56021,Brandérion,56,2022,Taux brut de natalité (pour mille),8.7
56022,Brandivy,56,2022,Taux brut de natalité (pour mille),8.7
56023,Brech,56,2022,Taux brut de natalité (pour mille),8.7
56024,Bréhan,56,2022,Taux brut de natalité (pour mille),8.7
56025,Brignac,56,2022,Taux brut de natalité (pour mille),8.7
56026,Bubry,56,2022,Taux brut de natalité (pour mille),8.7
56027,Buléon,56,2022,Taux brut de natalité (pour mille),8.7
56028,Caden,56,2022,Taux brut de natalité (pour mille),8.7
56029,Calan,56,2022,Taux brut de natalité (pour mille),8.7
56030,Camoël,56,2022,Taux brut de natalité (pour mille),8.7
56031,Camors,56,2022,Taux brut de natalité (pour mille),8.7
56032,Campénéac,56,2022,Taux brut de natalité (pour mille),8.7
56033,Carentoir,56,2022,Taux brut de natalité (pour mille),8.7
56034,Carnac,56,2022,Taux brut de natalité (pour mille),8.7
56035,Caro,56,2022,Taux brut de natalité (pour mille),8.7
56036,Caudan,56,2022,Taux brut de natalité (pour mille),8.7
56039,La Chapelle-Neuve,56,2022,Taux brut de natalité (pour mille),8.7
56040,Cléguer,56,2022,Taux brut de natalité (pour mille),8.7
56041,Cléguérec,56,2022,Taux brut de natalité (pour mille),8.7
56042,Colpo,56,2022,Taux brut de natalité (pour mille),8.7
56043,Concoret,56,2022,Taux brut de natalité (pour mille),8.7
56044,Cournon,56,2022,Taux brut de natalité (pour mille),8.7
56045,Le Cours,56,2022,Taux brut de natalité (pour mille),8.7
56046,Crach,56,2022,Taux brut de natalité (pour mille),8.7
56047,Crédin,56,2022,Taux brut de natalité (pour mille),8.7
56048,Le Croisty,56,2022,Taux brut de natalité (pour mille),8.7
56050,La Croix-Helléan,56,2022,Taux brut de natalité (pour mille),8.7
56051,Cruguel,56,2022,Taux brut de natalité (pour mille),8.7
56052,Damgan,56,2022,Taux brut de natalité (pour mille),8.7
56053,Elven,56,2022,Taux brut de natalité (pour mille),8.7
56054,Erdeven,56,2022,Taux brut de natalité (pour mille),8.7
56055,Étel,56,2022,Taux brut de natalité (pour mille),8.7
56056,Évriguet,56,2022,Taux brut de natalité (pour mille),8.7
56057,Le Faouët,56,2022,Taux brut de natalité (pour mille),8.7
56058,Férel,56,2022,Taux brut de natalité (pour mille),8.7
56060,Les Fougerêts,56,2022,Taux brut de natalité (pour mille),8.7
56061,La Gacilly,56,2022,Taux brut de natalité (pour mille),8.7
56062,Gâvres,56,2022,Taux brut de natalité (pour mille),8.7
56063,Gestel,56,2022,Taux brut de natalité (pour mille),8.7
56065,Gourhel,56,2022,Taux brut de natalité (pour mille),8.7
56066,Gourin,56,2022,Taux brut de natalité (pour mille),8.7
56067,Grand-Champ,56,2022,Taux brut de natalité (pour mille),8.7
56068,La Grée-Saint-Laurent,56,2022,Taux brut de natalité (pour mille),8.7
56069,Groix,56,2022,Taux brut de natalité (pour mille),8.7
56070,Guégon,56,2022,Taux brut de natalité (pour mille),8.7
56071,Guéhenno,56,2022,Taux brut de natalité (pour mille),8.7
56072,Gueltas,56,2022,Taux brut de natalité (pour mille),8.7
56073,Guémené-sur-Scorff,56,2022,Taux brut de natalité (pour mille),8.7
56074,Guénin,56,2022,Taux brut de natalité (pour mille),8.7
56075,Guer,56,2022,Taux brut de natalité (pour mille),8.7
56076,Guern,56,2022,Taux brut de natalité (pour mille),8.7
56077,Le Guerno,56,2022,Taux brut de natalité (pour mille),8.7
56078,Guidel,56,2022,Taux brut de natalité (pour mille),8.7
56079,Guillac,56,2022,Taux brut de natalité (pour mille),8.7
56080,Guilliers,56,2022,Taux brut de natalité (pour mille),8.7
56081,Guiscriff,56,2022,Taux brut de natalité (pour mille),8.7
56082,Helléan,56,2022,Taux brut de natalité (pour mille),8.7
56083,Hennebont,56,2022,Taux brut de natalité (pour mille),8.7
56084,Le Hézo,56,2022,Taux brut de natalité (pour mille),8.7
56085,Hœdic,56,2022,Taux brut de natalité (pour mille),8.7
56086,Île-d'Houat,56,2022,Taux brut de natalité (pour mille),8.7
56087,Île-aux-Moines,56,2022,Taux brut de natalité (pour mille),8.7
56088,Île-d'Arz,56,2022,Taux brut de natalité (pour mille),8.7
56089,Inguiniel,56,2022,Taux brut de natalité (pour mille),8.7
56090,Inzinzac-Lochrist,56,2022,Taux brut de natalité (pour mille),8.7
56091,Josselin,56,2022,Taux brut de natalité (pour mille),8.7
56092,Kerfourn,56,2022,Taux brut de natalité (pour mille),8.7
56093,Kergrist,56,2022,Taux brut de natalité (pour mille),8.7
56094,Kervignac,56,2022,Taux brut de natalité (pour mille),8.7
56096,Landaul,56,2022,Taux brut de natalité (pour mille),8.7
56097,Landévant,56,2022,Taux brut de natalité (pour mille),8.7
56098,Lanester,56,2022,Taux brut de natalité (pour mille),8.7
56099,Langoëlan,56,2022,Taux brut de natalité (pour mille),8.7
56100,Langonnet,56,2022,Taux brut de natalité (pour mille),8.7
56101,Languidic,56,2022,Taux brut de natalité (pour mille),8.7
56102,Forges de Lanouée,56,2022,Taux brut de natalité (pour mille),8.7
56103,Lantillac,56,2022,Taux brut de natalité (pour mille),8.7
56104,Lanvaudan,56,2022,Taux brut de natalité (pour mille),8.7
56105,Lanvénégen,56,2022,Taux brut de natalité (pour mille),8.7
56106,Larmor-Baden,56,2022,Taux brut de natalité (pour mille),8.7
56107,Larmor-Plage,56,2022,Taux brut de natalité (pour mille),8.7
56108,Larré,56,2022,Taux brut de natalité (pour mille),8.7
56109,Lauzach,56,2022,Taux brut de natalité (pour mille),8.7
56110,Lignol,56,2022,Taux brut de natalité (pour mille),8.7
56111,Limerzel,56,2022,Taux brut de natalité (pour mille),8.7
56112,Lizio,56,2022,Taux brut de natalité (pour mille),8.7
56113,Locmalo,56,2022,Taux brut de natalité (pour mille),8.7
56114,Locmaria,56,2022,Taux brut de natalité (pour mille),8.7
56115,Locmaria-Grand-Champ,56,2022,Taux brut de natalité (pour mille),8.7
56116,Locmariaquer,56,2022,Taux brut de natalité (pour mille),8.7
56117,Locminé,56,2022,Taux brut de natalité (pour mille),8.7
56118,Locmiquélic,56,2022,Taux brut de natalité (pour mille),8.7
56119,Locoal-Mendon,56,2022,Taux brut de natalité (pour mille),8.7
56120,Locqueltas,56,2022,Taux brut de natalité (pour mille),8.7
56121,Lorient,56,2022,Taux brut de natalité (pour mille),8.7
56122,Loyat,56,2022,Taux brut de natalité (pour mille),8.7
56123,Malansac,56,2022,Taux brut de natalité (pour mille),8.7
56124,Malestroit,56,2022,Taux brut de natalité (pour mille),8.7
56125,Malguénac,56,2022,Taux brut de natalité (pour mille),8.7
56126,Marzan,56,2022,Taux brut de natalité (pour mille),8.7
56127,Mauron,56,2022,Taux brut de natalité (pour mille),8.7
56128,Melrand,56,2022,Taux brut de natalité (pour mille),8.7
56129,Ménéac,56,2022,Taux brut de natalité (pour mille),8.7
56130,Merlevenez,56,2022,Taux brut de natalité (pour mille),8.7
56131,Meslan,56,2022,Taux brut de natalité (pour mille),8.7
56132,Meucon,56,2022,Taux brut de natalité (pour mille),8.7
56133,Missiriac,56,2022,Taux brut de natalité (pour mille),8.7
56134,Mohon,56,2022,Taux brut de natalité (pour mille),8.7
56135,Molac,56,2022,Taux brut de natalité (pour mille),8.7
56136,Monteneuf,56,2022,Taux brut de natalité (pour mille),8.7
56137,Monterblanc,56,2022,Taux brut de natalité (pour mille),8.7
56139,Montertelot,56,2022,Taux brut de natalité (pour mille),8.7
56140,Moréac,56,2022,Taux brut de natalité (pour mille),8.7
56141,Moustoir-Ac,56,2022,Taux brut de natalité (pour mille),8.7
56143,Muzillac,56,2022,Taux brut de natalité (pour mille),8.7
56144,Évellys,56,2022,Taux brut de natalité (pour mille),8.7
56145,Néant-sur-Yvel,56,2022,Taux brut de natalité (pour mille),8.7
56146,Neulliac,56,2022,Taux brut de natalité (pour mille),8.7
56147,Nivillac,56,2022,Taux brut de natalité (pour mille),8.7
56148,Nostang,56,2022,Taux brut de natalité (pour mille),8.7
56149,Noyal-Muzillac,56,2022,Taux brut de natalité (pour mille),8.7
56151,Noyal-Pontivy,56,2022,Taux brut de natalité (pour mille),8.7
56152,Le Palais,56,2022,Taux brut de natalité (pour mille),8.7
56153,Péaule,56,2022,Taux brut de natalité (pour mille),8.7
56154,Peillac,56,2022,Taux brut de natalité (pour mille),8.7
56155,Pénestin,56,2022,Taux brut de natalité (pour mille),8.7
56156,Persquen,56,2022,Taux brut de natalité (pour mille),8.7
56157,Plaudren,56,2022,Taux brut de natalité (pour mille),8.7
56158,Plescop,56,2022,Taux brut de natalité (pour mille),8.7
56159,Pleucadeuc,56,2022,Taux brut de natalité (pour mille),8.7
56160,Pleugriffet,56,2022,Taux brut de natalité (pour mille),8.7
56161,Ploemel,56,2022,Taux brut de natalité (pour mille),8.7
56162,Ploemeur,56,2022,Taux brut de natalité (pour mille),8.7
56163,Ploërdut,56,2022,Taux brut de natalité (pour mille),8.7
56164,Ploeren,56,2022,Taux brut de natalité (pour mille),8.7
56165,Ploërmel,56,2022,Taux brut de natalité (pour mille),8.7
56166,Plouay,56,2022,Taux brut de natalité (pour mille),8.7
56167,Plougoumelen,56,2022,Taux brut de natalité (pour mille),8.7
56168,Plouharnel,56,2022,Taux brut de natalité (pour mille),8.7
56169,Plouhinec,56,2022,Taux brut de natalité (pour mille),8.7
56170,Plouray,56,2022,Taux brut de natalité (pour mille),8.7
56171,Pluherlin,56,2022,Taux brut de natalité (pour mille),8.7
56172,Plumelec,56,2022,Taux brut de natalité (pour mille),8.7
56173,Pluméliau-Bieuzy,56,2022,Taux brut de natalité (pour mille),8.7
56174,Plumelin,56,2022,Taux brut de natalité (pour mille),8.7
56175,Plumergat,56,2022,Taux brut de natalité (pour mille),8.7
56176,Pluneret,56,2022,Taux brut de natalité (pour mille),8.7
56177,Pluvigner,56,2022,Taux brut de natalité (pour mille),8.7
56178,Pontivy,56,2022,Taux brut de natalité (pour mille),8.7
56179,Pont-Scorff,56,2022,Taux brut de natalité (pour mille),8.7
56180,Porcaro,56,2022,Taux brut de natalité (pour mille),8.7
56181,Port-Louis,56,2022,Taux brut de natalité (pour mille),8.7
56182,Priziac,56,2022,Taux brut de natalité (pour mille),8.7
56184,Questembert,56,2022,Taux brut de natalité (pour mille),8.7
56185,Quéven,56,2022,Taux brut de natalité (pour mille),8.7
56186,Quiberon,56,2022,Taux brut de natalité (pour mille),8.7
56188,Quistinic,56,2022,Taux brut de natalité (pour mille),8.7
56189,Radenac,56,2022,Taux brut de natalité (pour mille),8.7
56190,Réguiny,56,2022,Taux brut de natalité (pour mille),8.7
56191,Réminiac,56,2022,Taux brut de natalité (pour mille),8.7
56193,Riantec,56,2022,Taux brut de natalité (pour mille),8.7
56194,Rieux,56,2022,Taux brut de natalité (pour mille),8.7
56195,La Roche-Bernard,56,2022,Taux brut de natalité (pour mille),8.7
56196,Rochefort-en-Terre,56,2022,Taux brut de natalité (pour mille),8.7
56197,Val d'Oust,56,2022,Taux brut de natalité (pour mille),8.7
56198,Rohan,56,2022,Taux brut de natalité (pour mille),8.7
56199,Roudouallec,56,2022,Taux brut de natalité (pour mille),8.7
56200,Ruffiac,56,2022,Taux brut de natalité (pour mille),8.7
56201,Le Saint,56,2022,Taux brut de natalité (pour mille),8.7
56202,Saint-Abraham,56,2022,Taux brut de natalité (pour mille),8.7
56203,Saint-Aignan,56,2022,Taux brut de natalité (pour mille),8.7
56204,Saint-Allouestre,56,2022,Taux brut de natalité (pour mille),8.7
56205,Saint-Armel,56,2022,Taux brut de natalité (pour mille),8.7
56206,Saint-Avé,56,2022,Taux brut de natalité (pour mille),8.7
56207,Saint-Barthélemy,56,2022,Taux brut de natalité (pour mille),8.7
56208,Saint-Brieuc-de-Mauron,56,2022,Taux brut de natalité (pour mille),8.7
56209,Sainte-Brigitte,56,2022,Taux brut de natalité (pour mille),8.7
56210,Saint-Caradec-Trégomel,56,2022,Taux brut de natalité (pour mille),8.7
56211,Saint-Congard,56,2022,Taux brut de natalité (pour mille),8.7
56212,Saint-Dolay,56,2022,Taux brut de natalité (pour mille),8.7
56213,Saint-Gérand-Croixanvec,56,2022,Taux brut de natalité (pour mille),8.7
56214,Saint-Gildas-de-Rhuys,56,2022,Taux brut de natalité (pour mille),8.7
56215,Saint-Gonnery,56,2022,Taux brut de natalité (pour mille),8.7
56216,Saint-Gorgon,56,2022,Taux brut de natalité (pour mille),8.7
56218,Saint-Gravé,56,2022,Taux brut de natalité (pour mille),8.7
56219,Saint-Guyomard,56,2022,Taux brut de natalité (pour mille),8.7
56220,Sainte-Hélène,56,2022,Taux brut de natalité (pour mille),8.7
56221,Saint-Jacut-les-Pins,56,2022,Taux brut de natalité (pour mille),8.7
56222,Saint-Jean-Brévelay,56,2022,Taux brut de natalité (pour mille),8.7
56223,Saint-Jean-la-Poterie,56,2022,Taux brut de natalité (pour mille),8.7
56224,Saint-Laurent-sur-Oust,56,2022,Taux brut de natalité (pour mille),8.7
56225,Saint-Léry,56,2022,Taux brut de natalité (pour mille),8.7
56226,Saint-Malo-de-Beignon,56,2022,Taux brut de natalité (pour mille),8.7
56227,Saint-Malo-des-Trois-Fontaines,56,2022,Taux brut de natalité (pour mille),8.7
56228,Saint-Marcel,56,2022,Taux brut de natalité (pour mille),8.7
56229,Saint-Martin-sur-Oust,56,2022,Taux brut de natalité (pour mille),8.7
56230,Saint-Nicolas-du-Tertre,56,2022,Taux brut de natalité (pour mille),8.7
56231,Saint-Nolff,56,2022,Taux brut de natalité (pour mille),8.7
56232,Saint-Perreux,56,2022,Taux brut de natalité (pour mille),8.7
56233,Saint-Philibert,56,2022,Taux brut de natalité (pour mille),8.7
56234,Saint-Pierre-Quiberon,56,2022,Taux brut de natalité (pour mille),8.7
56236,Saint-Servant,56,2022,Taux brut de natalité (pour mille),8.7
56237,Saint-Thuriau,56,2022,Taux brut de natalité (pour mille),8.7
56238,Saint-Tugdual,56,2022,Taux brut de natalité (pour mille),8.7
56239,Saint-Vincent-sur-Oust,56,2022,Taux brut de natalité (pour mille),8.7
56240,Sarzeau,56,2022,Taux brut de natalité (pour mille),8.7
56241,Sauzon,56,2022,Taux brut de natalité (pour mille),8.7
56242,Séglien,56,2022,Taux brut de natalité (pour mille),8.7
56243,Séné,56,2022,Taux brut de natalité (pour mille),8.7
56244,Sérent,56,2022,Taux brut de natalité (pour mille),8.7
56245,Silfiac,56,2022,Taux brut de natalité (pour mille),8.7
56246,Le Sourn,56,2022,Taux brut de natalité (pour mille),8.7
56247,Sulniac,56,2022,Taux brut de natalité (pour mille),8.7
56248,Surzur,56,2022,Taux brut de natalité (pour mille),8.7
56249,Taupont,56,2022,Taux brut de natalité (pour mille),8.7
56250,Théhillac,56,2022,Taux brut de natalité (pour mille),8.7
56251,Theix-Noyalo,56,2022,Taux brut de natalité (pour mille),8.7
56252,Le Tour-du-Parc,56,2022,Taux brut de natalité (pour mille),8.7
56253,Tréal,56,2022,Taux brut de natalité (pour mille),8.7
56254,Trédion,56,2022,Taux brut de natalité (pour mille),8.7
56255,Treffléan,56,2022,Taux brut de natalité (pour mille),8.7
56256,Tréhorenteuc,56,2022,Taux brut de natalité (pour mille),8.7
56257,La Trinité-Porhoët,56,2022,Taux brut de natalité (pour mille),8.7
56258,La Trinité-sur-Mer,56,2022,Taux brut de natalité (pour mille),8.7
56259,La Trinité-Surzur,56,2022,Taux brut de natalité (pour mille),8.7
56260,Vannes,56,2022,Taux brut de natalité (pour mille),8.7
56261,La Vraie-Croix,56,2022,Taux brut de natalité (pour mille),8.7
56262,Le Bono,56,2022,Taux brut de natalité (pour mille),8.7
56263,Sainte-Anne-d'Auray,56,2022,Taux brut de natalité (pour mille),8.7
56264,Kernascléden,56,2022,Taux brut de natalité (pour mille),8.7
