CODGEO;LIBGEO;Loyer prédit en euros par m²;Code département
22001;Allineuc;7.131912273;22
22002;Andel;8.549887331;22
22003;Aucaleuc;7.991451151;22
22004;Bégard;7.633851683;22
22005;Belle-Isle-en-Terre;6.140839653;22
22006;Berhet;7.394885937;22
22008;Bobital;8.344447085;22
22009;Le Bodéo;7.595736608;22
22011;Boqueho;8.186327117;22
22012;La Bouillie;8.549887331;22
22013;Bourbriac;6.140839653;22
22014;Bourseul;7.991451151;22
22015;Bréhand;7.991451151;22
22016;Île-de-Bréhat;10.67180977;22
22018;Brélidy;7.394885937;22
22019;Bringolo;8.186327117;22
22020;Broons;7.657484343;22
22021;Brusvily;8.344447085;22
22023;Bulat-Pestivien;7.044022226;22
22024;Calanhel;6.140839653;22
22025;Callac;7.044022226;22
22026;Calorguen;8.344447085;22
22027;Le Cambout;7.16132059;22
22028;Camlez;7.959488257;22
22029;Canihuel;7.059937795;22
22030;Caouënnec-Lanvézéac;7.813625442;22
22031;Carnoët;7.044022226;22
22032;Caulnes;7.564519464;22
22033;Caurel;7.595736608;22
22034;Cavan;6.140839653;22
22035;Les Champs-Géraux;8.344447085;22
22036;La Chapelle-Blanche;6.787694606;22
22037;La Chapelle-Neuve;6.140839653;22
22038;Châtelaudren;8.241586716;22
22039;La Chèze;7.16132059;22
22040;Coadout;6.140839653;22
22041;Coatascorn;7.394885937;22
22042;Coatréven;7.959488257;22
22043;Coëtlogon;7.16132059;22
22044;Coëtmieux;8.549887331;22
22045;Cohiniac;8.186327117;22
22046;Le Mené;6.787694606;22
22047;Corlay;7.595736608;22
22048;Corseul;7.991451151;22
22049;Créhen;8.549887331;22
22050;Dinan;9.671145982;22
22052;Duault;7.044022226;22
22053;Éréac;7.16132059;22
22054;Erquy;8.549887331;22
22055;Binic-Étables-sur-Mer;9.138344691;22
22056;Évran;8.344447085;22
22057;Le Faouët;7.394885937;22
22059;Le Foeil;7.131912273;22
22060;Gausson;6.787694606;22
22061;Glomel;7.059937795;22
22062;Gomené;7.16132059;22
22063;Gommenec'h;7.394885937;22
22064;Gouarec;7.059937795;22
22065;Goudelin;8.186327117;22
22067;Grâces;6.140839653;22
22068;Grâce-Uzel;6.787694606;22
22069;Guenroc;6.787694606;22
22070;Guingamp;8.688697174;22
22071;Guitté;8.344447085;22
22072;Gurunhuel;6.140839653;22
22073;La Harmoye;7.131912273;22
22074;Le Haut-Corlay;7.595736608;22
22075;Hémonstoir;7.719318416;22
22076;Hénanbihen;8.549887331;22
22077;Hénansal;8.549887331;22
22078;Hengoat;7.394885937;22
22079;Hénon;7.131912273;22
22081;Hillion;9.203497598;22
22082;Le Hinglé;8.344447085;22
22083;Illifaut;7.16132059;22
22084;Jugon-les-Lacs - Commune nouvelle;7.991451151;22
22085;Kerbors;7.959488257;22
22086;Kerfot;7.959488257;22
22087;Kergrist-Moëlou;7.059937795;22
22088;Kerien;7.059937795;22
22090;Kermaria-Sulard;7.959488257;22
22091;Kermoroc'h;7.394885937;22
22092;Kerpert;6.140839653;22
22093;Lamballe;9.019463536;22
22094;Lancieux;10.25779495;22
22095;Landebaëron;7.394885937;22
22096;Landébia;8.549887331;22
22097;La Landec;7.991451151;22
22098;Landéhen;7.991451151;22
22099;Lanfains;7.131912273;22
22100;Langast;6.787694606;22
22101;Langoat;6.140839653;22
22103;Langrolay-sur-Rance;7.991451151;22
22104;Languédias;8.344447085;22
22105;Languenan;7.991451151;22
22106;Langueux;9.174572981;22
22107;Bon Repos sur Blavet;7.595736608;22
22108;Lanleff;7.394885937;22
22109;Lanloup;7.959488257;22
22110;Lanmérin;7.813625442;22
22111;Lanmodez;7.959488257;22
22112;Lannebert;7.394885937;22
22113;Lannion;8.898073194;22
22114;Lanrelas;6.787694606;22
22115;Lanrivain;7.059937795;22
22116;Lanrodec;8.186327117;22
22117;Lantic;8.186327117;22
22118;Lanvallay;8.94844321;22
22119;Lanvellec;7.813625442;22
22121;Lanvollon;7.9954426;22
22122;Laurenan;7.16132059;22
22123;Léhon;7.991451151;22
22124;Lescouët-Gouarec;7.595736608;22
22126;Le Leslay;8.186327117;22
22127;Lézardrieux;7.959488257;22
22128;Locarn;7.059937795;22
22129;Loc-Envel;6.140839653;22
22131;Loguivy-Plougras;6.140839653;22
22132;Lohuec;6.140839653;22
22133;Loscouët-sur-Meu;6.787694606;22
22134;Louannec;7.959488257;22
22135;Louargat;6.140839653;22
22136;Loudéac;8.220955965;22
22137;Maël-Carhaix;7.059937795;22
22138;Maël-Pestivien;7.059937795;22
22139;Magoar;7.059937795;22
22140;La Malhoure;7.991451151;22
22141;Mantallot;7.394885937;22
22143;Matignon;8.790942138;22
22144;La Méaugon;8.186327117;22
22145;Mégrit;7.991451151;22
22146;Mellionnec;7.595736608;22
22147;Merdrignac;6.986400538;22
22148;Mérillac;7.16132059;22
22149;Merléac;7.595736608;22
22150;Le Merzer;8.186327117;22
22152;Minihy-Tréguier;7.959488257;22
22153;Moncontour;7.131912273;22
22154;Morieux;8.549887331;22
22155;La Motte;6.787694606;22
22156;Moustéru;6.140839653;22
22157;Le Moustoir;7.044022226;22
22158;Guerlédan;7.595736608;22
22160;Noyal;7.991451151;22
22161;Pabu;7.394885937;22
22162;Paimpol;9.515488407;22
22163;Paule;7.044022226;22
22164;Pédernec;6.140839653;22
22165;Penguily;7.991451151;22
22166;Penvénan;7.959488257;22
22168;Perros-Guirec;9.06586326;22
22169;Peumerit-Quintin;7.059937795;22
22170;Plaine-Haute;8.432379664;22
22171;Plaintel;8.212671686;22
22172;Plancoët;8.288313104;22
22173;Planguenoual;8.549887331;22
22174;Pléboulle;8.549887331;22
22175;Plédéliac;7.991451151;22
22176;Plédran;8.844542724;22
22177;Pléguien;8.186327117;22
22178;Pléhédel;7.959488257;22
22179;Fréhel;8.549887331;22
22180;Plélan-le-Petit;7.991451151;22
22181;Plélauff;7.595736608;22
22182;Plélo;8.186327117;22
22183;Les Moulins;7.367100588;22
22184;Plémy;7.131912273;22
22185;Plénée-Jugon;6.787694606;22
22186;Pléneuf-Val-André;10.09281436;22
22187;Plérin;9.654851758;22
22188;Plerneuf;8.186327117;22
22189;Plésidy;6.140839653;22
22190;Pleslin-Trigavou;7.991451151;22
22193;Plestan;7.991451151;22
22194;Plestin-les-Grèves;8.414124496;22
22195;Pleubian;7.959488257;22
22196;Pleudaniel;7.959488257;22
22197;Pleudihen-sur-Rance;7.522100931;22
22198;Pleumeur-Bodou;7.812942492;22
22199;Pleumeur-Gautier;7.959488257;22
22200;Pléven;8.549887331;22
22201;Plévenon;8.549887331;22
22202;Plévin;7.059937795;22
22203;Ploeuc-L'Hermitage;8.313247669;22
22204;Ploëzal;7.959488257;22
22205;Plorec-sur-Arguenon;8.549887331;22
22206;Plouagat;8.186327117;22
22207;Plouaret;7.813625442;22
22208;Plouasne;6.787694606;22
22209;Beaussais-sur-Mer;9.595489638;22
22210;Ploubazlanec;10.67180977;22
22211;Ploubezre;8.262488769;22
22212;Plouëc-du-Trieux;7.394885937;22
22213;Plouër-sur-Rance;7.991451151;22
22214;Plouézec;7.959488257;22
22215;Ploufragan;8.816907405;22
22216;Plougonver;6.140839653;22
22217;Plougras;6.140839653;22
22218;Plougrescant;7.959488257;22
22219;Plouguenast;6.787694606;22
22220;Plouguernével;7.059937795;22
22221;Plouguiel;7.959488257;22
22222;Plouha;8.82119321;22
22223;Plouisy;6.140839653;22
22224;Ploulec'h;7.813625442;22
22225;Ploumagoar;8.231761288;22
22226;Ploumilliau;7.813625442;22
22227;Plounérin;6.140839653;22
22228;Plounévez-Moëdec;6.140839653;22
22229;Plounévez-Quintin;7.059937795;22
22231;Plourac'h;7.044022226;22
22232;Plourhan;8.808899123;22
22233;Plourivo;7.959488257;22
22234;Plouvara;8.186327117;22
22235;Plouzélambre;7.813625442;22
22236;Pludual;7.959488257;22
22237;Pluduno;7.991451151;22
22238;Plufur;6.140839653;22
22239;Plumaudan;8.344447085;22
22240;Plumaugat;6.787694606;22
22241;Plumieux;7.16132059;22
22242;Plurien;8.549887331;22
22243;Plusquellec;7.044022226;22
22244;Plussulien;7.595736608;22
22245;Pluzunet;6.140839653;22
22246;Pommeret;8.549887331;22
22247;Pommerit-Jaudy;7.394885937;22
22248;Pommerit-le-Vicomte;7.394885937;22
22249;Pont-Melvez;6.140839653;22
22250;Pontrieux;7.312957885;22
22251;Pordic;9.710581949;22
22253;Pouldouran;7.394885937;22
22254;Prat;7.394885937;22
22255;La Prénessaye;6.787694606;22
22256;Quemper-Guézennec;7.959488257;22
22257;Quemperven;7.813625442;22
22258;Quessoy;8.002274109;22
22259;Quévert;7.991451151;22
22260;Le Quillio;7.595736608;22
22261;Quintenic;7.991451151;22
22262;Quintin;7.585804219;22
22263;Le Quiou;8.344447085;22
22264;La Roche-Derrien;7.394885937;22
22265;Rospez;7.959488257;22
22266;Rostrenen;7.096348374;22
22267;Rouillac;6.787694606;22
22268;Ruca;8.549887331;22
22269;Runan;7.394885937;22
22271;Saint-Adrien;8.186327117;22
22272;Saint-Agathon;7.394885937;22
22273;Saint-Alban;8.549887331;22
22274;Saint-André-des-Eaux;8.344447085;22
22275;Saint-Barnabé;6.787694606;22
22276;Saint-Bihy;7.131912273;22
22277;Saint-Brandan;7.131912273;22
22278;Saint-Brieuc;8.687295091;22
22279;Saint-Caradec;7.595736608;22
22280;Saint-Carné;8.344447085;22
22281;Saint-Carreuc;7.131912273;22
22282;Saint-Cast-le-Guildo;9.01879928;22
22283;Saint-Clet;7.959488257;22
22284;Saint-Connan;6.140839653;22
22285;Saint-Connec;7.595736608;22
22286;Saint-Denoual;8.549887331;22
22287;Saint-Donan;7.131912273;22
22288;Saint-Étienne-du-Gué-de-l'Isle;7.16132059;22
22289;Saint-Fiacre;6.140839653;22
22291;Saint-Gildas;6.140839653;22
22293;Saint-Gilles-les-Bois;7.394885937;22
22294;Saint-Gilles-Pligeaux;7.059937795;22
22295;Saint-Gilles-Vieux-Marché;7.595736608;22
22296;Saint-Glen;7.991451151;22
22299;Saint-Hélen;8.344447085;22
22300;Saint-Hervé;6.787694606;22
22302;Saint-Jacut-de-la-Mer;8.549887331;22
22304;Saint-Jean-Kerdaniel;8.186327117;22
22305;Saint-Jouan-de-l'Isle;6.787694606;22
22306;Saint-Judoce;8.344447085;22
22307;Saint-Julien;8.797147733;22
22308;Saint-Juvat;8.344447085;22
22309;Saint-Launeuc;6.787694606;22
22310;Saint-Laurent;6.140839653;22
22311;Saint-Lormel;8.549887331;22
22312;Saint-Maden;8.344447085;22
22313;Saint-Martin-des-Prés;7.595736608;22
22314;Saint-Maudan;6.787694606;22
22315;Saint-Maudez;7.991451151;22
22316;Saint-Mayeux;7.595736608;22
22317;Saint-Méloir-des-Bois;7.991451151;22
22318;Saint-Michel-de-Plélan;7.991451151;22
22319;Saint-Michel-en-Grève;7.813625442;22
22320;Saint-Nicodème;7.059937795;22
22321;Saint-Nicolas-du-Pélem;7.059937795;22
22322;Saint-Péver;8.186327117;22
22323;Saint-Pôtan;8.549887331;22
22324;Saint-Quay-Perros;7.959488257;22
22325;Saint-Quay-Portrieux;9.522171627;22
22326;Saint-Rieul;7.991451151;22
22327;Saint-Samson-sur-Rance;8.344447085;22
22328;Saint-Servais;7.044022226;22
22330;Saint-Thélo;6.787694606;22
22331;Sainte-Tréphine;7.595736608;22
22332;Saint-Trimoël;7.991451151;22
22333;Saint-Vran;7.16132059;22
22334;Saint-Igeaux;7.595736608;22
22335;Senven-Léhart;6.140839653;22
22337;Sévignac;6.787694606;22
22338;Squiffiec;7.394885937;22
22339;Taden;7.991451151;22
22340;Tonquédec;7.813625442;22
22341;Tramain;7.991451151;22
22342;Trébédan;8.344447085;22
22343;Trébeurden;8.941078752;22
22344;Trébrivan;7.044022226;22
22345;Trébry;7.991451151;22
22346;Trédaniel;7.131912273;22
22347;Trédarzec;7.959488257;22
22348;Trédias;6.787694606;22
22349;Trédrez-Locquémeau;7.813625442;22
22350;Tréduder;7.813625442;22
22351;Treffrin;7.044022226;22
22352;Tréfumel;8.344447085;22
22353;Trégastel;8.579789094;22
22354;Tréglamus;6.140839653;22
22356;Trégomeur;8.186327117;22
22358;Trégonneau;7.394885937;22
22359;Trégrom;6.140839653;22
22360;Trégueux;9.226490049;22
22361;Tréguidel;8.186327117;22
22362;Tréguier;8.640762868;22
22363;Trélévern;7.959488257;22
22364;Trélivan;7.991451151;22
22365;Trémargat;7.059937795;22
22366;Trémel;6.140839653;22
22368;Tréméreuc;7.991451151;22
22369;Trémeur;6.787694606;22
22370;Tréméven;7.394885937;22
22371;Trémorel;6.787694606;22
22372;Trémuson;8.432379664;22
22373;Tréogan;7.059937795;22
22375;Tressignaux;7.394885937;22
22376;Trévé;6.787694606;22
22377;Tréveneuc;8.808899123;22
22378;Trévérec;7.394885937;22
22379;Trévou-Tréguignec;7.959488257;22
22380;Trévron;8.344447085;22
22381;Trézény;7.959488257;22
22383;Troguéry;7.394885937;22
22384;Uzel;7.595736608;22
22385;La Vicomté-sur-Rance;8.344447085;22
22386;Le Vieux-Bourg;7.131912273;22
22387;Le Vieux-Marché;7.813625442;22
22388;Vildé-Guingalan;7.991451151;22
22389;Yffiniac;8.920028232;22
22390;Yvias;7.959488257;22
22391;Yvignac-la-Tour;8.344447085;22
29001;Argol;8.156309401;29
29002;Arzano;9.27214757;29
29003;Audierne;9.000589254;29
29004;Bannalec;8.421400043;29
29005;Baye;8.942589629;29
29006;Bénodet;9.918849758;29
29007;Berrien;7.044022226;29
29008;Beuzec-Cap-Sizun;8.612977415;29
29010;Bodilis;7.507638638;29
29011;Bohars;9.332299746;29
29012;Bolazec;7.044022226;29
29013;Botmeur;7.044022226;29
29014;Botsorhel;7.044022226;29
29015;Bourg-Blanc;9.332299746;29
29016;Brasparts;7.044022226;29
29017;Brélès;9.332299746;29
29018;Brennilis;7.044022226;29
29019;Brest;9.564490308;29
29020;Briec;8.285202071;29
29021;Plounéour-Brignogan-plages;7.507638638;29
29022;Camaret-sur-Mer;8.156309401;29
29023;Carantec;8.963474617;29
29024;Carhaix-Plouguer;8.158967834;29
29025;Cast;8.069974574;29
29026;Châteaulin;8.284084077;29
29027;Châteauneuf-du-Faou;7.474273832;29
29028;Cléden-Cap-Sizun;8.612977415;29
29029;Cléden-Poher;7.059937795;29
29030;Cléder;7.507638638;29
29031;Clohars-Carnoët;9.543426109;29
29032;Clohars-Fouesnant;9.593776544;29
29033;Le Cloître-Pleyben;7.748584147;29
29034;Le Cloître-Saint-Thégonnec;7.044022226;29
29035;Coat-Méal;9.332299746;29
29036;Collorec;7.044022226;29
29037;Combrit;8.612977415;29
29038;Commana;7.044022226;29
29039;Concarneau;10.26985145;29
29040;Le Conquet;9.915606645;29
29041;Coray;8.069974574;29
29042;Crozon;8.988882828;29
29043;Daoulas;9.015741433;29
29044;Dinéault;7.748584147;29
29045;Dirinon;9.015741433;29
29046;Douarnenez;9.292479354;29
29047;Le Drennec;9.015741433;29
29048;Edern;8.069974574;29
29049;Elliant;8.933838243;29
29051;Ergué-Gabéric;8.933838243;29
29053;Le Faou;8.819077673;29
29054;La Feuillée;7.044022226;29
29055;Le Folgoët;9.015741433;29
29056;La Forest-Landerneau;9.015741433;29
29057;La Forêt-Fouesnant;9.915915244;29
29058;Fouesnant;9.634840229;29
29059;Garlan;7.044022226;29
29060;Gouesnach;9.593776544;29
29061;Gouesnou;10.07609475;29
29062;Gouézec;7.044022226;29
29063;Goulien;8.612977415;29
29064;Goulven;7.507638638;29
29065;Gourlizon;8.069974574;29
29066;Guengat;8.069974574;29
29067;Guerlesquin;6.140839653;29
29068;Guiclan;7.507638638;29
29069;Guilers;10.40387866;29
29070;Guiler-sur-Goyen;8.069974574;29
29071;Guilligomarc'h;7.059937795;29
29072;Guilvinec;8.666942146;29
29073;Guimaëc;7.044022226;29
29074;Guimiliau;7.507638638;29
29075;Guipavas;10.32183852;29
29076;Milizac-Guipronvel;9.332299746;29
29077;Guissény;7.507638638;29
29078;Hanvec;9.015741433;29
29079;Henvic;7.507638638;29
29080;Hôpital-Camfrout;9.015741433;29
29081;Huelgoat;7.044022226;29
29082;Île-de-Batz;8.599623585;29
29083;Île-de-Sein;8.612977415;29
29084;Île-Molène;9.332299746;29
29085;Île-Tudy;8.612977415;29
29086;Irvillac;9.015741433;29
29087;Le Juch;8.612977415;29
29089;Kergloff;7.044022226;29
29090;Kerlaz;8.069974574;29
29091;Kerlouan;7.507638638;29
29093;Kernilis;7.507638638;29
29094;Kernouës;9.015741433;29
29095;Kersaint-Plabennec;9.015741433;29
29097;Lampaul-Guimiliau;7.507638638;29
29098;Lampaul-Plouarzel;9.332299746;29
29099;Lampaul-Ploudalmézeau;9.332299746;29
29100;Lanarvily;9.015741433;29
29101;Landéda;7.507638638;29
29102;Landeleau;7.059937795;29
29103;Landerneau;9.035577053;29
29104;Landévennec;8.156309401;29
29105;Landivisiau;8.044478377;29
29106;Landrévarzec;8.069974574;29
29107;Landudal;8.933838243;29
29108;Landudec;8.069974574;29
29109;Landunvez;9.332299746;29
29110;Langolen;8.933838243;29
29111;Lanhouarneau;7.507638638;29
29112;Lanildut;9.332299746;29
29113;Lanmeur;7.044022226;29
29114;Lannéanou;7.044022226;29
29115;Lannédern;7.748584147;29
29116;Lanneuffret;9.015741433;29
29117;Lannilis;8.266603087;29
29119;Lanrivoaré;9.332299746;29
29120;Lanvéoc;8.156309401;29
29122;Laz;7.059937795;29
29123;Lennon;7.044022226;29
29124;Lesneven;8.591958336;29
29125;Leuhan;7.059937795;29
29126;Loc-Brévalaire;9.015741433;29
29128;Loc-Eguiner;7.507638638;29
29129;Locmaria-Berrien;7.044022226;29
29130;Locmaria-Plouzané;9.915606645;29
29131;Locmélar;7.507638638;29
29132;Locquénolé;7.507638638;29
29133;Locquirec;7.044022226;29
29134;Locronan;8.069974574;29
29135;Loctudy;8.612977415;29
29136;Locunolé;9.27214757;29
29137;Logonna-Daoulas;9.015741433;29
29139;Lopérec;7.748584147;29
29140;Loperhet;9.015741433;29
29141;Loqueffret;7.748584147;29
29142;Lothey;8.069974574;29
29143;Mahalon;8.612977415;29
29144;La Martyre;9.015741433;29
29145;Confort-Meilars;8.612977415;29
29146;Melgven;8.933838243;29
29147;Mellac;9.27214757;29
29148;Mespaul;7.507638638;29
29150;Moëlan-sur-Mer;9.158422569;29
29151;Morlaix;8.07976121;29
29152;Motreff;7.059937795;29
29153;Névez;8.942589629;29
29155;Ouessant;9.332299746;29
29156;Pencran;9.015741433;29
29158;Penmarch;8.134594047;29
29159;Peumerit;8.612977415;29
29160;Plabennec;9.521096209;29
29161;Pleuven;9.593776544;29
29162;Pleyben;7.875503843;29
29163;Pleyber-Christ;7.044022226;29
29165;Plobannalec-Lesconil;8.612977415;29
29166;Ploéven;8.069974574;29
29167;Plogastel-Saint-Germain;8.612977415;29
29168;Plogoff;8.612977415;29
29169;Plogonnec;8.069974574;29
29170;Plomelin;9.289120266;29
29171;Plomeur;8.612977415;29
29172;Plomodiern;8.069974574;29
29173;Plonéis;8.069974574;29
29174;Plonéour-Lanvern;8.547376665;29
29175;Plonévez-du-Faou;7.044022226;29
29176;Plonévez-Porzay;8.069974574;29
29177;Plouarzel;9.332299746;29
29178;Ploudalmézeau;9.199566877;29
29179;Ploudaniel;9.015741433;29
29180;Ploudiry;7.507638638;29
29181;Plouédern;9.015741433;29
29182;Plouégat-Guérand;6.140839653;29
29183;Plouégat-Moysan;6.140839653;29
29184;Plouénan;7.507638638;29
29185;Plouescat;7.899708997;29
29186;Plouezoc'h;7.044022226;29
29187;Plougar;7.507638638;29
29188;Plougasnou;7.044022226;29
29189;Plougastel-Daoulas;10.49842336;29
29190;Plougonvelin;9.925133895;29
29191;Plougonven;7.044022226;29
29192;Plougoulm;7.507638638;29
29193;Plougourvest;7.507638638;29
29195;Plouguerneau;8.310889003;29
29196;Plouguin;9.332299746;29
29197;Plouhinec;8.612977415;29
29198;Plouider;7.507638638;29
29199;Plouigneau;7.044022226;29
29201;Ploumoguer;9.332299746;29
29202;Plounéour-Ménez;7.044022226;29
29204;Plounéventer;9.015741433;29
29205;Plounévézel;7.044022226;29
29206;Plounévez-Lochrist;7.507638638;29
29207;Plourin-lès-Morlaix;7.044022226;29
29208;Plourin;9.332299746;29
29209;Plouvien;9.332299746;29
29210;Plouvorn;7.507638638;29
29211;Plouyé;7.044022226;29
29212;Plouzané;10.16885637;29
29213;Plouzévédé;7.507638638;29
29214;Plovan;8.612977415;29
29215;Plozévet;8.612977415;29
29216;Pluguffan;8.612977415;29
29217;Pont-Aven;8.942589629;29
29218;Pont-Croix;8.612977415;29
29219;Le Ponthou;6.140839653;29
29220;Pont-l'Abbé;9.111425358;29
29221;Porspoder;9.332299746;29
29222;Port-Launay;8.205847263;29
29224;Pouldergat;8.612977415;29
29225;Pouldreuzic;8.612977415;29
29226;Poullan-sur-Mer;8.612977415;29
29227;Poullaouen;7.044022226;29
29228;Primelin;8.612977415;29
29229;Quéménéven;8.069974574;29
29230;Querrien;7.059937795;29
29232;Quimper;9.432828209;29
29233;Quimperlé;9.164660482;29
29234;Rédené;9.27214757;29
29235;Le Relecq-Kerhuon;10.20453861;29
29236;Riec-sur-Bélon;8.942589629;29
29237;La Roche-Maurice;9.015741433;29
29238;Roscanvel;8.156309401;29
29239;Roscoff;9.047737968;29
29240;Rosnoën;7.748584147;29
29241;Rosporden;8.573340903;29
29243;Saint-Coulitz;8.069974574;29
29244;Saint-Derrien;7.507638638;29
29245;Saint-Divy;9.015741433;29
29246;Saint-Eloy;9.015741433;29
29247;Saint-Évarzec;9.593776544;29
29248;Saint-Frégant;7.507638638;29
29249;Saint-Goazec;7.044022226;29
29250;Saint-Hernin;7.059937795;29
29251;Saint-Jean-du-Doigt;7.044022226;29
