CODGEO;LIBGEO;Statut Commune;Code département;Code de la commune
29001;Argol;hors unité urbaine;29;001
29070;Guiler-sur-Goyen;hors unité urbaine;29;070
29079;Henvic;unité urbaine;29;079
29089;Kergloff;hors unité urbaine;29;089
29109;Landunvez;unité urbaine;29;109
29113;Lanmeur;unité urbaine;29;113
29123;Lennon;hors unité urbaine;29;123
29177;Plouarzel;hors unité urbaine;29;177
29196;Plouguin;hors unité urbaine;29;196
29213;Plouzévédé;hors unité urbaine;29;213
29247;Saint-Évarzec;unité urbaine;29;247
29257;Saint-Pabu;unité urbaine;29;257
29261;Saint-Rivoal;hors unité urbaine;29;261
29264;Saint-Servais;hors unité urbaine;29;264
29286;Tréflévénez;hors unité urbaine;29;286
29301;Trézilidé;hors unité urbaine;29;301
35049;Cancale;unité urbaine;35;049
35059;La Chapelle-des-Fougeretz;unité urbaine;35;059
35084;Comblessac;hors unité urbaine;35;084
35094;Dingé;hors unité urbaine;35;094
35106;Ercé-en-Lamée;hors unité urbaine;35;106
35317;Hédé-Bazouges;hors unité urbaine;35;317
35178;Mézières-sur-Couesnon;hors unité urbaine;35;178
35205;Noyal-sous-Bazouges;hors unité urbaine;35;205
35210;Pacé;unité urbaine;35;210
35225;Plesder;hors unité urbaine;35;225
35239;Retiers;unité urbaine;35;239
35244;Romazy;hors unité urbaine;35;244
35277;Saint-Gonlay;hors unité urbaine;35;277
35282;Rives-du-Couesnon;hors unité urbaine;35;282
35304;Saint-Ouen-des-Alleux;hors unité urbaine;35;304
35310;Saint-Sauveur-des-Landes;unité urbaine;35;310
35332;Teillay;hors unité urbaine;35;332
35334;Thorigné-Fouillard;unité urbaine;35;334
35342;Trémeheuc;hors unité urbaine;35;342
22003;Aucaleuc;hors unité urbaine;22;003
22241;Le Cambout;hors unité urbaine;22;241
22131;Loguivy-Plougras;hors unité urbaine;22;131
22163;Paule;hors unité urbaine;22;163
22185;Plénée-Jugon;hors unité urbaine;22;185
22196;Pleudaniel;hors unité urbaine;22;196
22208;Plouasne;hors unité urbaine;22;208
22214;Plouézec;unité urbaine;22;214
22226;Ploumilliau;hors unité urbaine;22;226
22243;Plusquellec;hors unité urbaine;22;243
22248;Pommerit-le-Vicomte;hors unité urbaine;22;248
22352;Tréfumel;hors unité urbaine;22;352
56044;Cournon;hors unité urbaine;56;044
56055;Étel;unité urbaine;56;055
56060;Les Fougerêts;hors unité urbaine;56;060
56063;Gestel;hors unité urbaine;56;063
56065;Gourhel;unité urbaine;56;065
56090;Inzinzac-Lochrist;unité urbaine;56;090
56116;Locmariaquer;hors unité urbaine;56;116
56124;Malestroit;unité urbaine;56;124
56140;Moréac;unité urbaine;56;140
56168;Plouharnel;unité urbaine;56;168
56181;Port-Louis;unité urbaine;56;181
56201;Le Saint;hors unité urbaine;56;201
56253;Tréal;hors unité urbaine;56;253
22328;Saint-Servais;hors unité urbaine;22;328
22341;Tramain;hors unité urbaine;22;341
22351;Treffrin;unité urbaine;22;351
22375;Tressignaux;unité urbaine;22;375
22379;Trévou-Tréguignec;unité urbaine;22;379
22388;Vildé-Guingalan;hors unité urbaine;22;388
29008;Beuzec-Cap-Sizun;hors unité urbaine;29;008
29111;Lanhouarneau;hors unité urbaine;29;111
29122;Laz;hors unité urbaine;29;122
29130;Locmaria-Plouzané;unité urbaine;29;130
29146;Melgven;hors unité urbaine;29;146
29173;Plonéis;unité urbaine;29;173
29218;Pont-Croix;hors unité urbaine;29;218
29245;Saint-Divy;unité urbaine;29;245
56118;Locmiquélic;unité urbaine;56;118
56158;Plescop;unité urbaine;56;158
56171;Pluherlin;hors unité urbaine;56;171
56255;Treffléan;hors unité urbaine;56;255
56256;Tréhorenteuc;hors unité urbaine;56;256
56027;Buléon;hors unité urbaine;56;027
56028;Caden;hors unité urbaine;56;028
56108;Larré;hors unité urbaine;56;108
35097;Domalain;hors unité urbaine;35;097
35110;Feins;hors unité urbaine;35;110
35125;La Guerche-de-Bretagne;unité urbaine;35;125
35167;Martigné-Ferchaud;hors unité urbaine;35;167
35170;Mecé;hors unité urbaine;35;170
35175;Mernel;hors unité urbaine;35;175
35201;Muel;hors unité urbaine;35;201
35224;Plerguer;unité urbaine;35;224
35233;Québriac;hors unité urbaine;35;233
35253;Saint-Aubin-du-Cormier;unité urbaine;35;253
35295;Saint-Maugan;hors unité urbaine;35;295
35336;Le Tiercent;hors unité urbaine;35;336
35035;Bovel;hors unité urbaine;35;035
35075;Chauvigné;hors unité urbaine;35;075
35080;Cintré;hors unité urbaine;35;080
35090;Crevin;unité urbaine;35;090
22015;Bréhand;hors unité urbaine;22;015
22099;Lanfains;hors unité urbaine;22;099
22103;Langrolay-sur-Rance;hors unité urbaine;22;103
22139;Magoar;hors unité urbaine;22;139
22172;Plancoët;unité urbaine;22;172
22216;Plougonver;hors unité urbaine;22;216
29272;Saint-Yvi;hors unité urbaine;29;272
29277;Sizun;hors unité urbaine;29;277
29278;Spézet;hors unité urbaine;29;278
29011;Bohars;unité urbaine;29;011
29025;Cast;hors unité urbaine;29;025
29033;Le Cloître-Pleyben;hors unité urbaine;29;033
29184;Plouénan;hors unité urbaine;29;184
29254;Saint-Martin-des-Champs;unité urbaine;29;254
56102;Forges de Lanouée;hors unité urbaine;56;102
56133;Missiriac;unité urbaine;56;133
56156;Persquen;hors unité urbaine;56;156
56157;Plaudren;hors unité urbaine;56;157
56170;Plouray;hors unité urbaine;56;170
56223;Saint-Jean-la-Poterie;unité urbaine;56;223
56227;Saint-Malo-des-Trois-Fontaines;hors unité urbaine;56;227
56251;Theix-Noyalo;unité urbaine;56;251
56257;La Trinité-Porhoët;hors unité urbaine;56;257
35031;La Bouëxière;unité urbaine;35;031
35039;Brécé;hors unité urbaine;35;039
35042;Brielles;hors unité urbaine;35;042
35071;Le Châtellier;hors unité urbaine;35;071
35108;Essé;hors unité urbaine;35;108
35165;Marcillé-Robert;hors unité urbaine;35;165
35186;Mont-Dol;hors unité urbaine;35;186
35200;Moutiers;hors unité urbaine;35;200
35215;Parigné;hors unité urbaine;35;215
35227;Pleumeleuc;unité urbaine;35;227
35251;Saint-Aubin-d'Aubigné;unité urbaine;35;251
35274;Saint-Germain-sur-Ille;hors unité urbaine;35;274
35278;Saint-Grégoire;unité urbaine;35;278
35333;Le Theil-de-Bretagne;unité urbaine;35;333
35345;Trévérien;hors unité urbaine;35;345
22262;Quintin;unité urbaine;22;262
22282;Saint-Cast-le-Guildo;unité urbaine;22;282
22307;Saint-Julien;unité urbaine;22;307
22369;Trémeur;hors unité urbaine;22;369
22030;Caouënnec-Lanvézéac;hors unité urbaine;22;030
22042;Coatréven;hors unité urbaine;22;042
22092;Kerpert;hors unité urbaine;22;092
22186;Pléneuf-Val-André;unité urbaine;22;186
22249;Pont-Melvez;hors unité urbaine;22;249
29126;Loc-Brévalaire;hors unité urbaine;29;126
29153;Névez;unité urbaine;29;153
29186;Plouezoc'h;unité urbaine;29;186
29230;Querrien;hors unité urbaine;29;230
22069;Guenroc;hors unité urbaine;22;069
22138;Maël-Pestivien;hors unité urbaine;22;138
22161;Pabu;unité urbaine;22;161
22198;Pleumeur-Bodou;unité urbaine;22;198
22202;Plévin;hors unité urbaine;22;202
22217;Plougras;hors unité urbaine;22;217
22241;Plumieux;hors unité urbaine;22;241
22264;La Roche-Jaudy;unité urbaine;22;264
22279;Saint-Caradec;hors unité urbaine;22;279
22312;Saint-Maden;hors unité urbaine;22;312
22359;Trégrom;hors unité urbaine;22;359
22365;Trémargat;hors unité urbaine;22;365
56076;Guern;hors unité urbaine;56;076
56091;Josselin;unité urbaine;56;091
56159;Pleucadeuc;hors unité urbaine;56;159
56186;Quiberon;unité urbaine;56;186
56189;Radenac;hors unité urbaine;56;189
56238;Saint-Tugdual;hors unité urbaine;56;238
35006;Argentré-du-Plessis;unité urbaine;35;006
35024;Betton;unité urbaine;35;024
35029;Bonnemain;hors unité urbaine;35;029
35058;La Chapelle-Chaussée;hors unité urbaine;35;058
35065;La Chapelle-Thouarault;unité urbaine;35;065
35070;Châteauneuf-d'Ille-et-Vilaine;hors unité urbaine;35;070
35105;Erbrée;hors unité urbaine;35;105
35134;Les Iffs;hors unité urbaine;35;134
35144;Langan;hors unité urbaine;35;144
35153;Lillemer;hors unité urbaine;35;153
35206;Noyal-Châtillon-sur-Seiche;unité urbaine;35;206
35214;Parcé;hors unité urbaine;35;214
35264;Saint-Didier;unité urbaine;35;264
35272;Saint-Germain-du-Pinel;hors unité urbaine;35;272
35291;Saint-Marcan;hors unité urbaine;35;291
35308;Mesnil-Roc'h;hors unité urbaine;35;308
35340;Treffendel;hors unité urbaine;35;340
22267;Rouillac;hors unité urbaine;22;267
22319;Saint-Michel-en-Grève;hors unité urbaine;22;319
22358;Trégonneau;hors unité urbaine;22;358
22019;Bringolo;hors unité urbaine;22;019
22088;Kerien;hors unité urbaine;22;088
22128;Locarn;hors unité urbaine;22;128
22146;Mellionnec;hors unité urbaine;22;146
22188;Plerneuf;unité urbaine;22;188
22219;Plouguenast-Langast;hors unité urbaine;22;219
22225;Ploumagoar;unité urbaine;22;225
29270;Saint-Urbain;hors unité urbaine;29;270
29292;Tréguennec;hors unité urbaine;29;292
35045;Bruc-sur-Aff;hors unité urbaine;35;045
35082;Coësmes;hors unité urbaine;35;082
35104;Epiniac;hors unité urbaine;35;104
35107;Ercé-près-Liffré;hors unité urbaine;35;107
35114;Forges-la-Forêt;hors unité urbaine;35;114
35137;Javené;unité urbaine;35;137
35139;Laillé;unité urbaine;35;139
35180;Miniac-sous-Bécherel;hors unité urbaine;35;180
35222;Pleine-Fougères;hors unité urbaine;35;222
35252;Saint-Aubin-des-Landes;hors unité urbaine;35;252
35325;La Selle-Guerchaise;hors unité urbaine;35;325
56013;Belz;unité urbaine;56;013
56036;Caudan;unité urbaine;56;036
56046;Crach;unité urbaine;56;046
56075;Guer;unité urbaine;56;075
56088;Île-d'Arz;hors unité urbaine;56;088
56094;Kervignac;unité urbaine;56;094
56097;Landévant;unité urbaine;56;097
56160;Pleugriffet;hors unité urbaine;56;160
56188;Quistinic;hors unité urbaine;56;188
56216;Saint-Gorgon;hors unité urbaine;56;216
56229;Saint-Martin-sur-Oust;hors unité urbaine;56;229
29029;Cléden-Poher;hors unité urbaine;29;029
29053;Le Faou;hors unité urbaine;29;053
29056;La Forest-Landerneau;hors unité urbaine;29;056
29140;Loperhet;unité urbaine;29;140
29189;Plougastel-Daoulas;unité urbaine;29;189
29202;Plounéour-Ménez;hors unité urbaine;29;202
29250;Saint-Hernin;hors unité urbaine;29;250
29252;Saint-Jean-Trolimon;unité urbaine;29;252
29263;Saint-Ségal;hors unité urbaine;29;263
29087;Le Juch;hors unité urbaine;29;087
29133;Locquirec;unité urbaine;29;133
29166;Ploéven;hors unité urbaine;29;166
29237;La Roche-Maurice;unité urbaine;29;237
29248;Saint-Frégant;hors unité urbaine;29;248
29262;Saint-Sauveur;hors unité urbaine;29;262
56007;Auray;unité urbaine;56;007
56020;Bohal;hors unité urbaine;56;020
56061;La Gacilly;unité urbaine;56;061
56086;Île-d'Houat;hors unité urbaine;56;086
56166;Plouay;unité urbaine;56;166
56245;Silfiac;hors unité urbaine;56;245
29275;Scrignac;hors unité urbaine;29;275
29289;Trégarvan;hors unité urbaine;29;289
22005;Belle-Isle-en-Terre;hors unité urbaine;22;005
22031;Carnoët;hors unité urbaine;22;031
22041;Coatascorn;hors unité urbaine;22;041
22097;La Landec;hors unité urbaine;22;097
22118;Lanvallay;unité urbaine;22;118
22124;Lescouët-Gouarec;hors unité urbaine;22;124
22171;Plaintel;unité urbaine;22;171
22245;Pluzunet;hors unité urbaine;22;245
22246;Pommeret;unité urbaine;22;246
22265;Rospez;hors unité urbaine;22;265
22294;Saint-Gilles-Pligeaux;hors unité urbaine;22;294
22313;Saint-Martin-des-Prés;hors unité urbaine;22;313
22354;Tréglamus;hors unité urbaine;22;354
22362;Tréguier;unité urbaine;22;362
22373;Tréogan;hors unité urbaine;22;373
22385;La Vicomté-sur-Rance;hors unité urbaine;22;385
35023;Bédée;unité urbaine;35;023
35037;Bréal-sous-Montfort;unité urbaine;35;037
35061;La Chapelle-Erbrée;hors unité urbaine;35;061
35063;La Chapelle-Saint-Aubert;hors unité urbaine;35;063
35072;Châtillon-en-Vendelais;hors unité urbaine;35;072
35079;Chevaigné;unité urbaine;35;079
35081;Clayes;hors unité urbaine;35;081
35089;La Couyère;hors unité urbaine;35;089
35099;Domloup;unité urbaine;35;099
35146;Langouet;hors unité urbaine;35;146
35149;Lassy;hors unité urbaine;35;149
35174;Mellé;hors unité urbaine;35;174
35315;Saint-Sulpice-la-Forêt;hors unité urbaine;35;315
35316;Saint-Sulpice-des-Landes;hors unité urbaine;35;316
35319;Saint-Thurial;hors unité urbaine;35;319
56070;Guégon;hors unité urbaine;56;070
56103;Lantillac;hors unité urbaine;56;103
56151;Noyal-Pontivy;unité urbaine;56;151
56164;Ploeren;unité urbaine;56;164
56172;Plumelec;hors unité urbaine;56;172
56211;Saint-Congard;hors unité urbaine;56;211
56214;Saint-Gildas-de-Rhuys;hors unité urbaine;56;214
56221;Saint-Jacut-les-Pins;hors unité urbaine;56;221
56237;Saint-Thuriau;hors unité urbaine;56;237
29003;Audierne;unité urbaine;29;003
29024;Carhaix-Plouguer;unité urbaine;29;024
29060;Gouesnach;unité urbaine;29;060
29168;Plogoff;hors unité urbaine;29;168
29174;Plonéour-Lanvern;unité urbaine;29;174
29190;Plougonvelin;unité urbaine;29;190
29208;Plourin;hors unité urbaine;29;208
29256;Saint-Nic;hors unité urbaine;29;256
29265;Sainte-Sève;hors unité urbaine;29;265
29273;Santec;unité urbaine;29;273
22263;Le Quiou;hors unité urbaine;22;263
22284;Saint-Connan;hors unité urbaine;22;284
22314;Saint-Maudan;hors unité urbaine;22;314
22344;Trébrivan;hors unité urbaine;22;344
22372;Trémuson;unité urbaine;22;372
22390;Yvias;hors unité urbaine;22;390
35085;Combourg;unité urbaine;35;085
35088;Corps-Nuds;unité urbaine;35;088
35140;Lalleu;hors unité urbaine;35;140
35172;Meillac;hors unité urbaine;35;172
35176;Guipry-Messac;unité urbaine;35;176
35191;Les Portes du Coglais;hors unité urbaine;35;191
35223;Plélan-le-Grand;unité urbaine;35;223
35286;Saint-Léger-des-Prés;hors unité urbaine;35;286
35296;Saint-Médard-sur-Ille;hors unité urbaine;35;296
35350;Vergéal;hors unité urbaine;35;350
22023;Bulat-Pestivien;hors unité urbaine;22;023
22040;Coadout;hors unité urbaine;22;040
22050;Dinan;unité urbaine;22;050
22060;Gausson;hors unité urbaine;22;060
22111;Lanmodez;unité urbaine;22;111
22141;Mantallot;hors unité urbaine;22;141
22194;Plestin-les-Grèves;unité urbaine;22;194
22218;Plougrescant;hors unité urbaine;22;218
22258;Quessoy;hors unité urbaine;22;258
22004;Bégard;unité urbaine;22;004
22012;La Bouillie;hors unité urbaine;22;012
22025;Callac;hors unité urbaine;22;025
22241;Coëtlogon;hors unité urbaine;22;241
22049;Créhen;hors unité urbaine;22;049
22053;Éréac;hors unité urbaine;22;053
22108;Lanleff;hors unité urbaine;22;108
22254;Prat;hors unité urbaine;22;254
22255;La Prénessaye;hors unité urbaine;22;255
56014;Berné;hors unité urbaine;56;014
56130;Merlevenez;unité urbaine;56;130
56131;Meslan;hors unité urbaine;56;131
56135;Molac;hors unité urbaine;56;135
56149;Noyal-Muzillac;hors unité urbaine;56;149
56261;La Vraie-Croix;hors unité urbaine;56;261
22293;Saint-Gilles-les-Bois;hors unité urbaine;22;293
35007;Aubigné;hors unité urbaine;35;007
35013;Bains-sur-Oust;hors unité urbaine;35;013
35022;Bécherel;hors unité urbaine;35;022
35057;La Chapelle-Bouëxic;hors unité urbaine;35;057
35260;Saint-Christophe-des-Bois;hors unité urbaine;35;260
35326;Sens-de-Bretagne;hors unité urbaine;35;326
35327;Servon-sur-Vilaine;unité urbaine;35;327
35354;Vieux-Viel;hors unité urbaine;35;354
35359;Visseiche;hors unité urbaine;35;359
29006;Bénodet;unité urbaine;29;006
29019;Brest;unité urbaine;29;019
29090;Kerlaz;hors unité urbaine;29;090
29098;Lampaul-Plouarzel;unité urbaine;29;098
29141;Loqueffret;hors unité urbaine;29;141
29160;Plabennec;unité urbaine;29;160
29227;Poullaouen;hors unité urbaine;29;227
22070;Guingamp;unité urbaine;22;070
22074;Le Haut-Corlay;hors unité urbaine;22;074
22090;Kermaria-Sulard;unité urbaine;22;090
22094;Lancieux;unité urbaine;22;094
22136;Loudéac;unité urbaine;22;136
22201;Plévenon;hors unité urbaine;22;201
22210;Ploubazlanec;unité urbaine;22;210
22227;Plounérin;hors unité urbaine;22;227
29018;Brennilis;hors unité urbaine;29;018
29031;Clohars-Carnoët;unité urbaine;29;031
29038;Commana;hors unité urbaine;29;038
29062;Gouézec;hors unité urbaine;29;062
29093;Kernilis;hors unité urbaine;29;093
29165;Plobannalec-Lesconil;unité urbaine;29;165
29204;Plounéventer;hors unité urbaine;29;204
29226;Poullan-sur-Mer;hors unité urbaine;29;226
56017;Bignan;hors unité urbaine;56;017
56019;Billio;hors unité urbaine;56;019
56051;Cruguel;hors unité urbaine;56;051
56052;Damgan;hors unité urbaine;56;052
56096;Landaul;hors unité urbaine;56;096
56193;Riantec;unité urbaine;56;193
56213;Saint-Gérand-Croixanvec;hors unité urbaine;56;213
56224;Saint-Laurent-sur-Oust;hors unité urbaine;56;224
56226;Saint-Malo-de-Beignon;hors unité urbaine;56;226
35012;Bain-de-Bretagne;unité urbaine;35;012
35028;Boistrudan;hors unité urbaine;35;028
35030;La Bosse-de-Bretagne;hors unité urbaine;35;030
35034;La Boussac;hors unité urbaine;35;034
35135;Irodouër;hors unité urbaine;35;135
35160;Loutehel;hors unité urbaine;35;160
35166;Marpiré;hors unité urbaine;35;166
35179;Miniac-Morvan;unité urbaine;35;179
35184;Montauban-de-Bretagne;unité urbaine;35;184
35207;Noyal-sur-Vilaine;unité urbaine;35;207
35220;Piré-Chancé;hors unité urbaine;35;220
35234;Quédillac;hors unité urbaine;35;234
35246;Roz-Landrieux;hors unité urbaine;35;246
35271;Saint-Georges-de-Reintembault;hors unité urbaine;35;271
35290;Saint-Malon-sur-Mel;hors unité urbaine;35;290
35355;Vieux-Vy-sur-Couesnon;hors unité urbaine;35;355
22271;Saint-Adrien;hors unité urbaine;22;271
22335;Senven-Léhart;hors unité urbaine;22;335
22337;Sévignac;hors unité urbaine;22;337
22368;Tréméreuc;unité urbaine;22;368
29281;Tourch;hors unité urbaine;29;281
